RecordingName,Transcription,Start,End,Emotion,category
Ses03F_script01_1_M048,Yes. On this I would.,403.4327,407.4835,NEUTRAL STATE,train
Ses03F_script01_1_M049,Then help me stay here.,410.2205,413.9975,NEUTRAL STATE,train
Ses03F_script01_1_M050,Okay. Just-,418.8694,422.099,NEUTRAL STATE,train
Ses03F_script01_1_M051,"Yeah, I know, I know, just help me stay here, all right?",425.2466,429.5163,FRUSTRATION,train
Ses03F_script01_1_M052,I am thinking like that.,434.9629,438.9589,NEUTRAL STATE,test
Ses03F_script01_1_M053,"No, you don't. I'm a pretty tough guy.",443.4749,449.0858,NEUTRAL STATE,train
Ses03F_script01_2_F000,Why did you invite her here?,6.9026,9.7483,ANGER,test
Ses03F_script01_2_F001,She's been in New York for three-and-a-half years. She don't just suddenly come and-,11.185,15.8191,ANGER,train
Ses03F_script01_2_F002,You don't travel seven hundred miles just to see.,18.2825,21.4083,ANGER,validate
Ses03F_script01_2_F003,He's not going to marry her.,31.3317,34.0753,ANGER,test
Ses03F_script01_2_F004,It's got that about it.,35.4616,37.3442,ANGER,train
Ses03F_script01_2_F005,"What's going on here, Joe?",40.6075,42.7145,FRUSTRATION,train
Ses03F_script01_2_F006,She's not Larry's girl. She knows that.,43.4004,47.9389,ANGER,train
Ses03F_script01_2_F007,Then why is she married? Then why isn't she married? She's been in New York and there's hundreds of single men there.,49.5295,55.3231,SADNESS,train
Ses03F_script01_2_F008,"I'm sure hundreds of them asked her and told her that she's foolish, but no.",55.4106,59.7302,FRUSTRATION,train
Ses03F_script01_2_F009,She's waited.,59.8324,62.1235,SADNESS,train
Ses03F_script01_2_F010,"Because she thinks like me, that's why.",65.3924,68.8072,ANGER,test
Ses03F_script01_2_F011,"She's faithful as a rock, don't you know. In my worst moments I can think of her-",69.9017,76.9065,SADNESS,train
Ses03F_script01_2_F012,"I think again, that I'm-I'm right.",77.8075,82.4175,SADNESS,train
Ses03F_script01_2_F013,"Nobody in my house better ever dare-dare to challenge her faith. Maybe strangers, but not his father, not his brother.",87.1275,95.53,ANGER,train
Ses03F_script01_2_F014,Because he's not coming back. Then what do I got to live for? I'll kill myself.,95.58,100.56,FEAR,train
Ses03F_script01_2_F015,"Don't, don't laugh at me, don't laugh at me.",100.56,103.11,ANGER,test
Ses03F_script01_2_F016,"Look at it. Because why, when she came here and she slept in his room, the memorial broke into pieces. Look at it, look at it, Joe.",103.21,110.48,ANGER,train
Ses03F_script01_2_F017,"You got to believe, believe with me because I can't stand all alone.",111.32,115.905,FRUSTRATION,test
Ses03F_script01_2_F018,"No, you've got to believe.",116.82,118.5,SADNESS,validate
Ses03F_script01_2_F019,"Believe, Joe. You above all people have got to believe.",118.6,122.4532,FRUSTRATION,train
Ses03F_script01_2_F020,You got to keep believing.,130.17,132.66,SADNESS,train
Ses03F_script01_2_F021,I can't help it.,135.23,137.16,SADNESS,train
Ses03F_script01_2_M000,Why? Does that bother you?,8.9019,11.7622,FRUSTRATION,test
Ses03F_script01_2_M001,"Well, maybe, maybe he just wanted to see her.",15.3375,18.745,NEUTRAL STATE,train
Ses03F_script01_2_M002,"What do you mean? They lived next door to each other their entire lives. Why shouldn't he want to see her? Hey, don't look at me like that. I don't know anymore than you do.",21.2186,31.1858,FRUSTRATION,train
Ses03F_script01_2_M003,How do you know he's even thinking about it?,33.5925,36.308,NEUTRAL STATE,train
Ses03F_script01_2_M004,"Well, so what?",36.755,39.4018,NEUTRAL STATE,train
Ses03F_script01_2_M005,"Listen, kid-",42.0286,44.6116,FRUSTRATION,validate
Ses03F_script01_2_M006,You can't read her mind.,47.3697,50.2592,NEUTRAL STATE,test
Ses03F_script01_2_M007,How do you know why she's waited?,62.2403,65.1005,NEUTRAL STATE,train
Ses03F_script01_2_M008,"Look, it's a nice day. What are we arguing for?",83.3475,87.62,NEUTRAL STATE,train
Ses03F_script01_2_M009,Calm yourself.,94.09,95.92,NEUTRAL STATE,train
Ses03F_script01_2_M010,Calm yourself.,100.225,101.87,FRUSTRATION,validate
Ses03F_script01_2_M011,All right. All right. Calm yourself.,109.52,112.07,ANGER,validate
Ses03F_script01_2_M012,Okay. Just calm yourself.,114.69,117.18,FRUSTRATION,test
Ses03F_script01_2_M013,"Why me, above all?",121.68,124.54,ANGER,train
Ses03F_script01_2_M014,Huh?,126.19,127.82,ANGER,validate
Ses03F_script01_2_M015,Why me above all?,127.93,130.8225,ANGER,train
Ses03F_script01_2_M016,"Look at you, you're shaking.",132.61,135.37,ANGER,train
Ses03F_script01_2_M017,What have I got to hide?,135.53,137.66,ANGER,validate
Ses03F_script01_2_M018,"Huh? What the hell's the matter with you, Kate?",137.7,140.56,ANGER,train
Ses03F_script01_3_F000,You're the only one I know that still loves his parents.,6.9486,10.4025,HAPPINESS,test
Ses03F_script01_3_F001,"No, it's all right. There's nothing wrong in that, you know.",14.0722,17.7377,HAPPINESS,train
Ses03F_script01_3_F002,It's really lovely here. The air is sweet.,19.7179,24.3946,HAPPINESS,train
Ses03F_script01_3_F003,No. I'm not sorry. It's-,26.775,30.6091,SADNESS,train
Ses03F_script01_3_F004,I can't stay.,31.0304,33.8111,FRUSTRATION,test
Ses03F_script01_3_F005,"Well, for one thing, your mother so much has told me to go. [LAUGHTER].",35.715,40.38,FRUSTRATION,train
Ses03F_script01_3_F006,"Look,",43.5226,45.8399,FRUSTRATION,train
Ses03F_script01_3_F007,"you've been acting kind of, well, you know.",45.9125,50.2216,SADNESS,validate
Ses03F_script01_3_F008,"Well, you've been embarrassed ever since I came.",51.7594,55.8252,SADNESS,train
Ses03F_script01_3_F009,Yeah.,79.0611,81.1677,SADNESS,train
Ses03F_script01_3_F010,"Yeah, they would. Especially your mom.",81.2309,84.4751,SADNESS,validate
Ses03F_script01_3_F011,"Well, I mean,",86.0762,87.9089,HAPPINESS,test
Ses03F_script01_3_F012,"from her opinion, why else would I come here?",87.93,91.2584,HAPPINESS,train
Ses03F_script01_3_F013,"Well, I guess that's why I came.",101.8757,105.4359,HAPPINESS,test
Ses03F_script01_3_F014,"I've been ready for a long, long time.",137.64,142.0699,HAPPINESS,test
Ses03F_script01_3_F015,Look,144.85,146.6525,FRUSTRATION,train
Ses03F_script01_3_F016,I was almost married two years ago.,146.73,150.0329,FRUSTRATION,test
Ses03F_script01_3_F017,'Cause you started to write me.,152.2025,154.7625,FRUSTRATION,train
Ses03F_script01_3_F018,Every day since.,155.3925,157.4675,HAPPINESS,train
Ses03F_script01_3_F019,"Well, I don't know, you didn't write until then and then when you did, what'd you say?",158.8125,165.3058,FRUSTRATION,train
Ses03F_script01_3_F020,You always can be so ambiguous.,165.4525,168.0655,FRUSTRATION,train
Ses03F_script01_3_F021,I don't know if I ever can forgive you for that. Why'd you wait so long? I sat in my room wondering if I was crazy for thinking about you.,186.2034,196.7365,HAPPINESS,validate
Ses03F_script01_3_F022,"Not like that, you're not.",203.5619,207.9226,EXCITED,validate
Ses03F_script01_3_F023,"Like Larry's brother. Do it like you, Chris.",208.1754,214.7901,HAPPINESS,train
Ses03F_script01_3_F024,What is it?,215.8645,219.6564,EXCITED,train
Ses03F_script01_3_F025,No. What is it? Is it your mother?,223.455,227.1981,SADNESS,test
Ses03F_script01_3_F026,"Well then tell me what's wrong. I mean, even in your letters there's something ashamed.",229.1361,235.0347,SADNESS,validate
Ses03F_script01_3_F027,You should tell me.,242.9345,246.3472,SADNESS,train
Ses03F_script01_3_F028,"But, Chris, it wouldn't work like this.",247.6743,251.8454,SADNESS,train
Ses03F_script01_3_F029,"Yeah, sure.",258.1442,260.0823,SADNESS,validate
Ses03F_script01_3_F030,How many?,261.9782,264.5272,SADNESS,test
Ses03F_script01_3_F031,Geez.,266.044,269.3724,SADNESS,train
Ses03F_script01_3_F032,And you still feel that way?,388.0379,391.4295,SADNESS,validate
Ses03F_script01_3_F033,"Because you can't feel that way, never again, Chris. You hear me? Never. I mean, the money and me too.",393.3676,401.9525,SADNESS,train
Ses03F_script01_3_F034,"I mean, there's nothing wrong in that money, and your father put good planes up in the air and you should be proud of that. A man should be paid for that.",402.015,410.2837,EXCITED,train
Ses03F_script01_3_F035,What am I going to do with a fortune?,414.7775,419.3842,HAPPINESS,train
Ses03F_script01_3_M000,"Yeah. I know. It went out of style, didn't it?",9.6272,14.6199,HAPPINESS,train
Ses03F_script01_3_M001,You're not sorry you came?,24.1418,27.386,NEUTRAL STATE,test
Ses03F_script01_3_M002,Why not?,32.9895,35.6649,NEUTRAL STATE,test
Ses03F_script01_3_M003,Well-,39.7096,41.8584,NEUTRAL STATE,train
Ses03F_script01_3_M004,What?,49.6528,51.9069,NEUTRAL STATE,train
Ses03F_script01_3_M005,"Yes, I guess I have been. But it's going from me now.",56.2887,63.6197,FRUSTRATION,train
Ses03F_script01_3_M006,"Oh look, um, well, the thing is, I was planning on, planning on sort of sneaking up on you over a week or so, and they-they take it for granted we're all set.",65.1575,79.6931,HAPPINESS,train
Ses03F_script01_3_M007,How did you know?,83.7589,87.0452,FRUSTRATION,validate
Ses03F_script01_3_M008,"Well, uh- would you want to?",90.7528,96.1668,FRUSTRATION,train
Ses03F_script01_3_M009,"I, I guess that's why I asked you to come.",96.23,102.0864,HAPPINESS,validate
Ses03F_script01_3_M010,"Oh, Annie.",104.8461,107.7111,HAPPINESS,validate
Ses03F_script01_3_M011,"Annie, I love you.",107.7532,109.8387,HAPPINESS,train
Ses03F_script01_3_M012,I love you a great deal.,109.9441,113.0829,HAPPINESS,validate
Ses03F_script01_3_M013,I-I love you. I have no imagination. That's all I know how to tell it.,114.3047,121.404,HAPPINESS,train
Ses03F_script01_3_M014,"I'm embarrassing you. I didn't want to tell you it here. I wanted to go somewhere that would be brand-new to each other. It feels wrong here, don't you? This yard and this chair.",121.5304,133.6645,HAPPINESS,test
Ses03F_script01_3_M015,I don't want to win you from anybody. I want you to be ready for me.,133.7066,138.1825,HAPPINESS,validate
Ses03F_script01_3_M016,Then he's gone forever. You're sure?,141.7118,146.9783,EXCITED,train
Ses03F_script01_3_M017,Why didn't you?,149.0428,151.6128,SURPRISE,test
Ses03F_script01_3_M018,You felt something that far back?,153.9512,156.5844,HAPPINESS,test
Ses03F_script01_3_M019,Why didn't you let me know?,156.905,159.34,HAPPINESS,test
Ses03F_script01_3_M020,"Give me a kiss, Annie.",166.8436,169.2873,HAPPINESS,test
Ses03F_script01_3_M021,Give me-,169.4425,171.1525,HAPPINESS,train
Ses03F_script01_3_M022,"[LAUGHTER]. God, I kissed Annie. I kissed Annie. How long, how long I've been waiting to kiss you.",172.8475,186.2666,EXCITED,train
Ses03F_script01_3_M023,We're going to live now. I'm going to make you so happy.,196.6101,203.1616,HAPPINESS,validate
Ses03F_script01_3_M024,I kissed you.,206.9114,209.3129,HAPPINESS,train
Ses03F_script01_3_M025,Let's drive somewhere. I want to be alone with you.,219.7196,224.0125,SADNESS,train
Ses03F_script01_3_M026,"No, no, no, no. Nothing like that.",226.3344,230.0841,NEUTRAL STATE,validate
Ses03F_script01_3_M027,"Yeah. I guess there is. I guess I was, but uh- it's going from me now.",233.9814,242.6817,SADNESS,train
Ses03F_script01_3_M028,I don't know where to start.,245.2517,248.2431,SADNESS,train
Ses03F_script01_3_M029,You know when I went overseas. I said I was in command of a company.,253.2779,259.2186,SADNESS,train
Ses03F_script01_3_M030,"Well, I lost them.",259.682,262.0525,SADNESS,train
Ses03F_script01_3_M031,Just about all.,263.5792,266.676,SADNESS,train
Ses03F_script01_3_M032,It takes a little while to toss that off. Because they weren't just men.,268.16,274.7232,SADNESS,train
Ses03F_script01_3_M033,"For instance, one time, it had to have been raining several days. There was this one kid, he came up to me and he gave me his last pair of dry socks. Put them in my pocket.",274.7654,285.4669,SADNESS,validate
Ses03F_script01_3_M034,"I mean, that's-that's only a little thing, but that's the kind of guys I had. They didn't just die. They killed themselves for each other. And I mean that exactly. A little more selfish and they'd still be here today.",285.5301,300.3818,SADNESS,validate
Ses03F_script01_3_M035,"And I, and I thought something watching them go down.",300.6556,306.7648,SADNESS,test
Ses03F_script01_3_M036,"Everything was being destroyed, see, but there was one new thing that was being created. A kind of responsibility, man for man. You understand me?",306.8325,320.1207,SADNESS,train
Ses03F_script01_3_M037,And to show that-to bring that onto the earth like some sort of monument standing right behind us where everyone could feel it and it would make a difference to him.,320.205,331.3279,SADNESS,train
Ses03F_script01_3_M038,And I came back here and it was incredible. There was no meaning in that here. The whole thing to them was a bus accident.,331.3911,342.535,SADNESS,train
Ses03F_script01_3_M039,And I went to work with dad and that rat race again. And I felt what you said-ashamed somehow. Because nobody was changed at all. It seemed to make a sucker out of a lot of guys.,342.5982,356.8225,SADNESS,train
Ses03F_script01_3_M040,"And I felt wrong to be alive. To drive the car, to see the new checkbook, to see the new refrigerator. I mean, you can take those things out of the war. But you got to know that when you drive that car that that came out of the love a man can have for another man. And you got to be a little bit better because of that.",356.86,376.6975,SADNESS,train
Ses03F_script01_3_M041,"Otherwise, what you have here is loot; and there's blood on it.",376.775,381.1071,SADNESS,train
Ses03F_script01_3_M042,And I didn't want to take any of it.,381.1703,384.0985,SADNESS,test
Ses03F_script01_3_M043,And I guess that included you.,384.1825,387.8904,SADNESS,train
Ses03F_script01_3_M044,"I want you now, Annie.",390.9661,393.9364,EXCITED,validate
Ses03F_script01_3_M045,"Annie,",409.757,412.3271,HAPPINESS,train
Ses03F_script01_3_M046,"Annie, I'm going to make a fortune for you.",412.4925,415.803,HAPPINESS,train
Ses03F_script02_1_F000,Fine.,24.0358,25.2521,SADNESS,train
Ses03F_script02_1_F001,What flashlight?,46.8027,48.5436,FRUSTRATION,test
Ses03F_script02_1_F002,That's not your flashlight; it's ours. It's mine too.,52.3898,57.2685,FRUSTRATION,validate
Ses03F_script02_1_F003,"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?",60.2038,67.795,ANGER,validate
Ses03F_script02_1_F004,Yes.,90.083,92.7956,FRUSTRATION,test
Ses03F_script02_1_F005,I'm cold.,125.2052,128.0596,FRUSTRATION,train
Ses03F_script02_1_F006,"It's past eleven, let's go home.",129.3956,132.3714,FRUSTRATION,train
Ses03F_script02_1_F007,There is no point in coming down here.,138.08,140.57,FRUSTRATION,train
Ses03F_script02_1_F008,That's my point.,140.8129,143.0599,FRUSTRATION,train
Ses03F_script02_1_F009,"Well, so let's go.",144.1,145.8332,FRUSTRATION,test
Ses03F_script02_1_F010,Not particularly.,154.4974,157.2303,SADNESS,train
Ses03F_script02_1_F011,I don't know. I just don't.,157.9,160.6514,SADNESS,train
Ses03F_script02_1_F012,Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.,179.0875,185.6825,ANGER,test
Ses03F_script02_1_F013,"I don't know why you're getting so excited. I mean, it's not like the landing of the moon or something. It's just fish. Fish that nobody eats.",200.965,207.7425,FRUSTRATION,train
Ses03F_script02_1_F014,"Oh, God, Augie.",208.86,211.087,FRUSTRATION,train
Ses03F_script02_1_F015,"I'm just not. I mean, I'm sorry, it just-they're still fish to me.",230.345,235.0458,SADNESS,validate
Ses03F_script02_1_F016,Yes.,236.5033,238.892,FRUSTRATION,train
Ses03F_script02_1_F017,"Yes, and if you also remember, I got sand in my panties. We got into an argument about nothing. You got a sore throat and we never saw the grunions.",252.4348,262.5768,FRUSTRATION,test
Ses03F_script02_1_F018,"No, for God's sakes, we've never seen the grunions. We're not going to see them.",265.89,271.4636,FRUSTRATION,train
Ses03F_script02_1_F019,"Yeah, that's the wind.",354.5125,356.6477,FRUSTRATION,train
Ses03F_script02_1_F020,About what?,359.295,360.94,FRUSTRATION,validate
Ses03F_script02_1_F021,It's ridiculous.,363.0244,364.9109,ANGER,train
Ses03F_script02_1_M000,"Hey, what time is it? They're supposed to run around midnight, right? God, this is great, isn't it?",2.77,11.24,EXCITED,test
Ses03F_script02_1_M001,Look at the night we got; couldn't be better.,11.3,14.66,EXCITED,train
Ses03F_script02_1_M002,"You know actually, I wanted to go a little further up the coast to get away from all the, the people and the lights, and uh- but I thought we'd miss it. Hey, how you doing?",14.6975,24.2225,EXCITED,train
Ses03F_script02_1_M003,"Oh, is that-is that-now, is that just foam, uhh, I can't even tell.",24.91,33.1075,EXCITED,train
Ses03F_script02_1_M004,"Oh, though if I can't tell it probably isn't them, right? It probably would be unmistakable, wouldn't you think? Hey, how you doing?",33.2025,40.2425,EXCITED,train
Ses03F_script02_1_M005,"Oh, do you know what I forgot? I forgot my flashlight. How could I be so stupid. Oh, I-I should have brought my flashlight.",40.2825,47.7946,EXCITED,train
Ses03F_script02_1_M006,"Uh- you know, the flashlight. The silver one. There's only one, isn't there?",48.04,53.4627,EXCITED,test
Ses03F_script02_1_M007,"Oh, well, sure.",56.0944,59.5155,FRUSTRATION,train
Ses03F_script02_1_M008,"No, of course. Yours and mine. Our flashlight. Yours and mine. Mi flashlight is su flashlight. Naturally.",66.68,76.1075,FRUSTRATION,test
Ses03F_script02_1_M009,We should have brought our flashlight. I can't believe we forgot to bring it.,76.16,80.3025,EXCITED,train
Ses03F_script02_1_M010,I hope the moon stays out.,80.395,84.0707,EXCITED,train
Ses03F_script02_1_M011,"Hey, do they always run during a full moon? I can't remember if it was full last year. Do you remember?",84.1517,90.8522,EXCITED,test
Ses03F_script02_1_M012,Are you cold? Do you want my jacket?,91.743,95.21,EXCITED,train
Ses03F_script02_1_M013,"We should have brought the blanket. Oh, why didn't we bring the blanket? Our blanket.",95.3325,100.577,EXCITED,train
Ses03F_script02_1_M014,"You know what would be good right now? A six-pack. Ah, I can't believe I forgot a six-pack. A six-pack would be just the ticket right about now.",100.7513,109.765,EXCITED,train
Ses03F_script02_1_M015,I'm so stupid. I'm like a little kid. I-it's amazing I get out of the house with my fly zipped. Oh- [LAUGHTER].,109.83,119.8003,EXCITED,train
Ses03F_script02_1_M016,I wonder if they can hear us talk. Or hear the vibrations in the sand when we move.,119.885,125.7923,EXCITED,train
Ses03F_script02_1_M017,Do you want my jacket?,127.4725,130.2863,NEUTRAL STATE,train
Ses03F_script02_1_M018,What? Are you kidding me? We just got here. We'd miss it. What's the point of coming down there if we just turn around and go home?,131.7034,139.0517,SURPRISE,train
Ses03F_script02_1_M019,Right.,139.8817,141.6834,NEUTRAL STATE,train
Ses03F_script02_1_M020,"Yeah, that's my point too.",142.1085,144.4425,NEUTRAL STATE,test
Ses03F_script02_1_M021,"No. No, no, no, that's not my point. My point is there's no point in coming down here if we just turn around and leave.",145.2867,152.2425,EXCITED,train
Ses03F_script02_1_M022,"I mean, don't you want to see it?",152.29,155.2425,NEUTRAL STATE,train
Ses03F_script02_1_M023,Why not?,156.3396,158.5056,NEUTRAL STATE,test
Ses03F_script02_1_M024,"Honey, this is a natural-this is a natural phenomenon. I mean, it only happens once a year. This is, this is a great opportunity. Think about the people in Kansas. They would have to get a plane ticket and hotel reservation to come and see this. We're only forty minutes away. This is too good to pass up.",160.3477,179.565,FRUSTRATION,train
Ses03F_script02_1_M025,Yeah. But that moment on the beach is the highlight of their little lives. And all that flopping around is laying eggs or what you-spawning or mating or something like that.,185.215,196.9325,FRUSTRATION,test
Ses03F_script02_1_M026,"I mean, this is the big night for these guys. Life's last orgy.",197.0075,201.495,FRUSTRATION,train
Ses03F_script02_1_M027,"Yeah, they do.",207.2725,209.325,FRUSTRATION,test
Ses03F_script02_1_M028,"What, okay, then it's fish that do something no other fish do. Like the swallows in Capistrano or the lemmings who throw themselves off the cliffs.",210.655,220.4625,FRUSTRATION,train
Ses03F_script02_1_M029,"There's magic here and mystery and a little bit of the unexplainable. I mean, I don't see how you cannot be interested.",220.511,230.2076,FRUSTRATION,validate
Ses03F_script02_1_M030,For real?,235.0053,237.2725,SURPRISE,test
Ses03F_script02_1_M031,I don't get it. The last time-the first time that we came to see it you said it was the best night of your life.,238.892,245.8625,FRUSTRATION,train
Ses03F_script02_1_M032,And then last year when we came to see it you ran out of the house so fast that you stubbed your toe. And you didn't even notice until you got in the car.,245.895,253.366,FRUSTRATION,train
Ses03F_script02_1_M033,We weren't in a good spot.,263.6497,266.4875,FRUSTRATION,test
Ses03F_script02_1_M034,"We just weren't in a good spot, all right? This is a much better spot. I have a good instinct for these things. Look, is that-",270.18,277.0913,FRUSTRATION,validate
Ses03F_script02_1_M035,"no, that's just seaweed, isn't it? This is great, isn't it?",277.3949,282.09,ANGER,train
Ses03F_script02_1_M036,"I wouldn't miss this for anything. I mean, think about this. Okay, I know you're not interested, but just think about this for a minute.",282.2533,290.5329,EXCITED,train
Ses03F_script02_1_M037,Somewhere out there there's this huge silver mass of fish heading this way. They don't know why. And we don't know why. Just some little instinctual time-release firecracker went off-went off in their bodies.,290.58,303.2862,FRUSTRATION,test
Ses03F_script02_1_M038,"And they all, all as one, turned as one and formed this line as big as the California coast and started swimming this way. Swimming as if that's the only thing that matters.",303.3267,314.3188,EXCITED,train
Ses03F_script02_1_M039,"You know, they didn't ask it a question. They didn't, they didn't take a vote. They didn't have an invitation or a map; they just started swimming as one.",314.3795,327.0721,EXCITED,train
Ses03F_script02_1_M040,"its single-mindedness with one mind. Urgency that's pure urge. You know, they don't give it a name.",327.1329,335.12,EXCITED,train
Ses03F_script02_1_M041,"They don't ask it a question. They just, they just, they don't know what drives them. They just turn as one and start the swim that brings them to here",335.1725,344.9875,EXCITED,validate
Ses03F_script02_1_M042,"where we stand for a massive celebration of sex and death. Oh, God, I'm giving myself goosebumps. Look, I'm all-all my hairs on my arms is sticking up.",345.0483,354.92,EXCITED,train
Ses03F_script02_1_M043,So what do you think?,356.29,359.0375,EXCITED,test
Ses03F_script02_1_M044,About what I just said.,360.635,362.95,NEUTRAL STATE,train
Ses03F_script02_2_F000,About what?,8.5564,11.2227,NEUTRAL STATE,test
Ses03F_script02_2_F001,It's ridiculous.,12.8467,15.925,FRUSTRATION,train
Ses03F_script02_2_F002,"It's so P.R. I mean, somebody's giving you a good bill about this wonderful event that's going to happen on the beach.",21.5,29.1595,FRUSTRATION,train
Ses03F_script02_2_F003,Exactly. Everyone else is told the same thing. It keeps them feeling excited. Keeps them coming back. Keeps them thinking life's going to start at any minute now.,30.3957,39.7762,FRUSTRATION,train
Ses03F_script02_2_F004,I don't care. It's still fish to me.,41.3517,44.527,FRUSTRATION,test
Ses03F_script02_2_F005,"Augie, Goddamn it, don't ask me that. You always ask me that. Why do you ask me that? I hate it. It's insulting.",50.8534,57.2675,ANGER,train
Ses03F_script02_2_F006,"Look, it's-we just-we're looking at this evening in a different way, both of us. We both have different ideas of it.",58.6826,66.7057,FRUSTRATION,validate
Ses03F_script02_2_F007,It's not like that.,77.4436,80.7886,SADNESS,test
Ses03F_script02_2_F008,"Look, Augie, we've never seen them. They're never going to come.",85.8303,90.9205,FRUSTRATION,test
Ses03F_script02_2_F009,Twice is as many times as we've tried. That's ever.,92.7384,96.859,FRUSTRATION,train
Ses03F_script02_2_F010,"No, we won't.",97.7559,100.1798,FRUSTRATION,test
Ses03F_script02_2_F011,"It's impossible. It's like waiting around. Waiting to see Santa Claus, you know?",100.2767,106.4819,SADNESS,train
Ses03F_script02_2_F012,Like I feel like my whole life I've been just standing on this beach with my hands clasped waiting for these fish to show up and these fish never show up.,106.5325,114.0475,ANGER,test
Ses03F_script02_2_F013,I do.,115.3925,117.7773,FRUSTRATION,test
Ses03F_script02_2_F014,"Look, I did. I always do. But it's like every time I try nothing ever happens.",118.1651,128.2485,FRUSTRATION,validate
Ses03F_script02_2_F015,"For God's sake, Augie, this is not about fish.",134.4075,137.9684,FRUSTRATION,test
Ses03F_script02_2_F016,Do you remember the last time we came here?,164.0738,169.2125,SADNESS,train
Ses03F_script02_2_F017,We thought I was pregnant.,169.2852,172.4847,SADNESS,test
Ses03F_script02_2_F018,You brought a bottle of champagne.,172.6059,176.3145,SADNESS,train
Ses03F_script02_2_F019,We took off our shoes and we danced barefoot in the sand. Under the moon.,176.405,183.1256,HAPPINESS,train
Ses03F_script02_2_F020,And you whispered so intimately in my ear so I could feel your words.,183.1975,189.5732,HAPPINESS,train
Ses03F_script02_2_F021,"Oh, that moment-that was it.",189.6702,195.9965,HAPPINESS,validate
Ses03F_script02_2_F022,"I told myself finally, this is how happy I'm supposed to be.",196.0935,202.0805,SADNESS,train
Ses03F_script02_2_F023,Dancing barefoot in the sand. Drinking out of a bottle of champagne.,205.0619,210.275,HAPPINESS,train
Ses03F_script02_2_F024,I don't want to remember something.,224.0411,227.1921,SADNESS,train
Ses03F_script02_2_F025,Hope for some things.,227.2925,229.9796,SADNESS,train
Ses03F_script02_2_F026,No.,234.9486,237.7436,SADNESS,train
Ses03F_script02_2_F027,No.,239.2147,241.1296,SADNESS,validate
Ses03F_script02_2_F028,"No, no.",242.4142,245.0563,SADNESS,validate
Ses03F_script02_2_F029,No.,246.147,248.5467,FRUSTRATION,train
Ses03F_script02_2_F030,No.,250.27,252.1098,FRUSTRATION,test
Ses03F_script02_2_F031,No.,253.0551,255.1639,ANGER,validate
Ses03F_script02_2_F032,No.,256.2305,258.1359,FRUSTRATION,train
Ses03F_script02_2_F033,I want things to turn out the way that they're supposed to be.,264.5325,268.6651,FRUSTRATION,train
Ses03F_script02_2_F034,This what? What is this? This is nothing.,303.8601,307.7868,FRUSTRATION,train
Ses03F_script02_2_F035,"No, it's not. It's standing on the beach waiting and fighting.",308.417,312.78,ANGER,train
Ses03F_script02_2_F036,Things have never turned out anything the way that I thought they would be.,313.386,318.235,SADNESS,train
Ses03F_script02_2_F037,"I mean, this is, this is everything, and it's a lot, but",320.9001,326.2812,SADNESS,validate
Ses03F_script02_2_F038,it's not something else. Do you know what I'm trying to say?,326.4993,330.3533,SADNESS,train
Ses03F_script02_2_F039,"I know you are, Augie, and I know you wanted this evening to be nice, but I can't help thinking of being somewhere else.",332.0258,344.2665,SADNESS,train
Ses03F_script02_2_F040,I didn't say that.,347.1509,349.395,SADNESS,validate
Ses03F_script02_2_F041,"Augie, anything I do I'd rather be doing with you.",352.0775,357.4525,FRUSTRATION,train
Ses03F_script02_2_F042,"God, don't you know that? I mean, you're the one that probably wants to be with somebody else. Somebody that didn't take herself so seriously, could enjoy herself more.",358.0343,367.7541,FRUSTRATION,test
Ses03F_script02_2_F043,"Well, I guess we're just in the wrong spart-spot with the right person.",373.4745,381.5461,HAPPINESS,validate
Ses03F_script02_2_F044,I noticed that. It's beautiful.,390.3933,394.2473,HAPPINESS,train
Ses03F_script02_2_F045,You can see right over the water.,394.3443,398.0771,HAPPINESS,train
Ses03F_script02_2_F046,"God, big old white moon.",398.271,401.9,EXCITED,train
Ses03F_script02_2_F047,You brought refreshments?,406.2699,409.2028,EXCITED,test
Ses03F_script02_2_F048,At least we won't need glasses.,410.7783,414.4869,HAPPINESS,validate
Ses03F_script02_2_F049,So I was thinking you might be right.,421.3223,428.2304,HAPPINESS,train
Ses03F_script02_2_F050,Maybe this is the right place after all.,428.5213,433.1994,HAPPINESS,train
Ses03F_script02_2_F051,"I'm sorry, Augie.",433.9993,437.0049,SADNESS,test
Ses03F_script02_2_F052,Or not.,442.386,445.0523,HAPPINESS,train
Ses03F_script02_2_M000,So what do you think?,5.65,9.49,FRUSTRATION,test
Ses03F_script02_2_M001,About what I was just saying.,10.3501,13.5496,NEUTRAL STATE,train
Ses03F_script02_2_M002,It certainly is not. It is slightly exaggerated scientific fact.,14.9555,22.0332,FRUSTRATION,train
Ses03F_script02_2_M003,"Well, I'm not the only one. Look at all these people.",28.3112,31.6319,FRUSTRATION,test
Ses03F_script02_2_M004,Are we talking about the same thing?,38.7097,41.9475,FRUSTRATION,train
Ses03F_script02_2_M005,"Carla, can I ask you something? Don't take this wrong, but are you having your period?",43.6787,51.4836,NEUTRAL STATE,test
Ses03F_script02_2_M006,"Okay, then what's bugging you?",56.775,59.7491,FRUSTRATION,train
